,kfold,strat,unstrat
0,2,0.8944615384615384,0.8986923076923078
1,3,0.9143076923076923,0.9186923076923075
2,4,0.9219230769230768,0.9184615384615386
3,5,0.9249230769230768,0.9243076923076923
4,6,0.9250769230769229,0.9241538461538462
5,7,0.9267692307692309,0.9277692307692308
6,8,0.9288461538461537,0.9293076923076923
7,9,0.9274615384615384,0.9275384615384616
