,kfold,strat,unstrat
0,2,0.6376923076923078,0.6296153846153845
1,3,0.6639999999999999,0.6490769230769231
2,4,0.659923076923077,0.6594615384615383
3,5,0.6625384615384615,0.6679999999999999
4,6,0.6706153846153846,0.6642307692307692
5,7,0.6636153846153845,0.6668461538461538
6,8,0.6678461538461538,0.6613076923076923
7,9,0.6671538461538462,0.6624615384615384
