,kfold,strat,unstrat
0,2,0.8934615384615383,0.8977692307692308
1,3,0.9143076923076923,0.9169230769230767
2,4,0.9217692307692307,0.9183076923076924
3,5,0.9249999999999999,0.923846153846154
4,6,0.9254615384615383,0.9249230769230768
5,7,0.9276923076923076,0.9277692307692308
6,8,0.9299999999999999,0.9296923076923077
7,9,0.9286153846153845,0.9289999999999997
