,kfold,strat,unstrat
0,2,0.9002307692307691,0.9034615384615384
1,3,0.9200769230769231,0.9209999999999999
2,4,0.9283846153846154,0.9217692307692307
3,5,0.9319999999999999,0.9273846153846155
4,6,0.933076923076923,0.9283846153846154
5,7,0.9363846153846154,0.9303076923076924
6,8,0.9390769230769231,0.9342307692307691
7,9,0.9383076923076923,0.9313846153846153
