,kfold,strat,unstrat
0,2,0.8937692307692308,0.8966923076923077
1,3,0.9144615384615385,0.9165384615384616
2,4,0.9219230769230768,0.9163076923076923
3,5,0.9252307692307693,0.9219999999999999
4,6,0.925076923076923,0.9216923076923076
5,7,0.9272307692307693,0.9237692307692309
6,8,0.9293076923076922,0.9263076923076924
7,9,0.9276923076923077,0.9243846153846152
