,kfold,strat,unstrat
0,2,0.7961538461538462,0.7923076923076923
1,3,0.7981538461538461,0.7961538461538462
2,4,0.7991538461538461,0.7977692307692307
3,5,0.801,0.8008461538461538
4,6,0.803,0.8021538461538461
5,7,0.8041538461538462,0.8036923076923078
6,8,0.8043076923076923,0.8028461538461541
7,9,0.8056153846153846,0.8044615384615385
