,kfold,strat,unstrat
0,2,0.7841538461538461,0.7850000000000001
1,3,0.7898461538461539,0.7873846153846156
2,4,0.7885384615384615,0.7877692307692308
3,5,0.7892307692307694,0.7892307692307694
4,6,0.7911538461538462,0.7917692307692309
5,7,0.7890769230769231,0.7902307692307692
6,8,0.7924615384615384,0.7889999999999999
7,9,0.792076923076923,0.7927692307692309
