,kfold,strat,unstrat
0,2,0.7300769230769231,0.7265384615384616
1,3,0.7340769230769231,0.7316153846153846
2,4,0.7347692307692308,0.7333076923076924
3,5,0.7366153846153847,0.7373076923076922
4,6,0.7392307692307691,0.7394615384615384
5,7,0.7401538461538462,0.7406153846153847
6,8,0.7413846153846154,0.7395384615384616
7,9,0.7423846153846154,0.7423846153846155
