,kfold,strat,unstrat
0,2,0.8139999999999998,0.8046923076923077
1,3,0.8108461538461538,0.8109230769230769
2,4,0.8151538461538461,0.8135384615384615
3,5,0.8174615384615384,0.8181538461538462
4,6,0.818923076923077,0.817923076923077
5,7,0.824,0.823
6,8,0.8212307692307692,0.8229230769230771
7,9,0.8238461538461537,0.8226153846153844
