,kfold,strat,unstrat
0,2,0.003795384615384615,0.005121538461538461
1,3,0.005905384615384617,0.007074615384615387
2,4,0.007275384615384616,0.00898923076923077
3,5,0.00869,0.009506153846153848
4,6,0.00947076923076923,0.01115
5,7,0.010687692307692306,0.012750000000000003
6,8,0.01134153846153846,0.013351538461538462
7,9,0.011924615384615386,0.01502769230769231
