,kfold,strat,unstrat
0,2,0.000453076923076923,0.000563076923076923
1,3,0.0005915384615384616,0.0006607692307692308
2,4,0.0007430769230769231,0.0007992307692307692
3,5,0.0008746153846153846,0.0010015384615384617
4,6,0.0010138461538461538,0.0012069230769230772
5,7,0.0010223076923076924,0.0015115384615384613
6,8,0.0011384615384615383,0.001536923076923077
7,9,0.001386153846153846,0.0016746153846153844
