,kfold,strat,unstrat
0,2,0.0018607692307692305,0.002026153846153847
1,3,0.0020700000000000002,0.0018246153846153844
2,4,0.0021215384615384616,0.0021615384615384617
3,5,0.0024815384615384612,0.0024676923076923075
4,6,0.002775384615384616,0.002871538461538461
5,7,0.003093846153846153,0.003232307692307692
6,8,0.0034876923076923075,0.004060000000000001
7,9,0.0040453846153846165,0.004628461538461539
