,kfold,strat,unstrat
0,2,0.0022246153846153843,0.0021284615384615387
1,3,0.002833076923076924,0.0029615384615384616
2,4,0.0036746153846153847,0.003797692307692308
3,5,0.004228461538461538,0.0042815384615384625
4,6,0.004986923076923077,0.005206153846153847
5,7,0.006010769230769232,0.0067115384615384615
6,8,0.0072769230769230775,0.007233076923076924
7,9,0.007403846153846154,0.007753846153846155
