,kfold,strat,unstrat
0,2,0.001723076923076923,0.0019738461538461537
1,3,0.001956153846153846,0.0018438461538461545
2,4,0.002056923076923077,0.002033846153846154
3,5,0.002371538461538462,0.002400769230769231
4,6,0.00266,0.0027046153846153847
5,7,0.0029523076923076933,0.002840769230769231
6,8,0.003302307692307692,0.0035692307692307694
7,9,0.003903076923076923,0.0038346153846153847
