,kfold,strat,unstrat
0,2,0.0010115384615384615,0.0013076923076923079
1,3,0.0010053846153846155,0.0015638461538461537
2,4,0.001186153846153846,0.0019453846153846153
3,5,0.001190769230769231,0.0020407692307692306
4,6,0.0013538461538461536,0.0022207692307692315
5,7,0.0014776923076923075,0.0027915384615384625
6,8,0.0017530769230769234,0.0029453846153846145
7,9,0.0019084615384615383,0.003293846153846154
