,kfold,strat,unstrat
0,2,0.00043692307692307693,0.0005315384615384615
1,3,0.0006630769230769231,0.0007446153846153847
2,4,0.0008815384615384616,0.0009315384615384616
3,5,0.0011176923076923078,0.0012638461538461538
4,6,0.0013353846153846152,0.0014692307692307693
5,7,0.0014969230769230767,0.0018769230769230768
6,8,0.0016715384615384615,0.001916923076923077
7,9,0.0020861538461538465,0.00212
