,kfold,strat,unstrat
0,2,0.005016923076923077,0.005514615384615385
1,3,0.004973076923076923,0.005656153846153846
2,4,0.006506153846153847,0.007667692307692308
3,5,0.007673846153846154,0.008936923076923075
4,6,0.00897076923076923,0.00996
5,7,0.009923076923076923,0.012401538461538462
6,8,0.01098923076923077,0.013786923076923077
7,9,0.01308,0.013887692307692307
